company,job_description,company_rating,location,salary_avg_estimate,educational_level,years_of_experience,skills_req,job_title
Qritrim,Computer Vision AI Senior Engineer,4.1,"Chandigarh, Chandigarh",480000,Bachelors,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Unisys,Service Desk Associate – Level 2 (International Voice Suppor...,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Travix,Senior Systems Support Engineer,4.1,"Bengaluru, Karnataka",900000,Masters,2.5,"SQL, Python, Database Management, Web Development, Data Analysis",Other
iWeb Software Services Pvt Limited,Azure Data Engineer (Fully Remote),4.1,"Temporarily Remote in Delhi, Delhi",360000,Diploma,1.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
Fisker Inc,"Software Engineer, Backend",4.1,Remote,480000,Bachelors,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
Siemens,Software Developer - Virtualization,4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"Java, Python, C++, Software Development, Version Control, Algorithms",Software
Shrofile,3D Computer Vision Lead engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Valeo,Embedded Computer Vision Software Engineer,4.1,"Chennai, Tamil Nadu",360000,Diploma,1.0,"Software Engineering, C++, Python, Object-Oriented Programming, Agile, Microservices",Software Engineer
Cloudphysician Healthcare Pvt Ltd,Clinical Pharmacologist,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
BlueOptima,Staff Software Engineer,4.1,"Gurgaon, Haryana",360000,Diploma,1.0,"Full Stack Development, JavaScript, React, Node.js, DevOps, Cloud Computing",Software Engineer
ZestIOT,Computer Vision Engineer / Lead,4.1,"Hyderabad, Telangana",360000,Diploma,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
VisionIAS | Ajayvision Education Private Limited,Business Development Manager,4.1,"Lucknow, Uttar Pradesh+1 location",1080000,Bachelors,7.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Ittiam,Systems Engineer for CVML (Computer Vision and Machine Learn...,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Ecoconsumer Solutions Private Limited,Mobile App Developer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Mobile App Development, Swift, Kotlin, Android, iOS, Version Control",Developer
Recruit Skills,Robotics Engineer,4.1,"Gurgaon, Haryana",660000,Bachelors,2.5,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Geeky Bee,Computer Vision & Artificial Intelligence Lead,4.1,"Ahmedabad, Gujarat",360000,Diploma,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Cyient,AI/ML/DL/ Computer vision Solution Architect,4.1,"Noida, Uttar Pradesh",360000,Diploma,1.0,"Cybersecurity, IT Support, Networking, Operating Systems, Firewalls, Linux Administration",IT Professional
AgNext,Computer Vision Engineer,4.1,"Chandigarh, Chandigarh",480000,Bachelors,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
"S. B. Jain Institute of Technology, Management &...",Assistant Professor in Computer Science,4.1,"Nagpur, Maharashtra",660000,Bachelors,2.5,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
"Hitachi India Pvt, Ltd.",Senior Data Scientist (Computer Vision),4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Unisys,Systems Analyst 4,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Vision Tactics,Java Developer,4.1,"Noida, Uttar Pradesh",360000,Diploma,1.0,"Mobile App Development, Swift, Kotlin, Android, iOS, Version Control",Developer
Ventragate,Ethereum Smart Contract Solidity Developer (Full-Time),4.1,Temporarily Remote,360000,Diploma,1.0,"Cloud Infrastructure, IT Support, Hardware and Software, Networking, System Administration, Security",IT Professional
ICS Consultancy Services,Immediate jobs in Computer Vision,4.1,"Pune, Maharashtra+1 location",360000,Diploma,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Lenek Technologies,Full Stack Developer,4.1,"Remote in Kanpur, Uttar Pradesh",480000,Bachelors,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Great Place to Work,Business Analyst - Products,4.1,"Mumbai, Maharashtra",360000,Diploma,1.0,"Business Analysis, Tableau, Data Analysis, SQL, Project Management, Excel",Business Analyst
Red Vision Computer Technologies,Technical Support Manager,4.1,"Indore, Madhya Pradesh",1320000,Masters,7.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Swift Robotics,Junior Robotics Software Engineer,4.1,"Mumbai, Maharashtra",480000,Bachelors,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
VisionIAS | Ajayvision Education Private Limited,Customer Service Representative,4.1,"Delhi, Delhi",660000,Bachelors,2.5,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Serendipity Corporate Services,Data Scientist(candidates from Bangalore location preferred),4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
WinZO,Backend Engineer,4.1,"Delhi, Delhi",660000,Bachelors,2.5,"Python, SQL, Project Management, Technical Writing, Agile, Scrum",Other
Sworks Software India Pvt Ltd,Senior Data Analyst,4.1,"Pune, Maharashtra",1080000,Masters,5.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Eazifunds,Quality Assurance (QA) Engineer,4.1,"Hybrid remote in New Delhi, Delhi",480000,Bachelors,1.0,"Virtualization, Windows Server, Networking, Cybersecurity, Database Management, Troubleshooting",IT Professional
Transoft Solutions,QA Analyst,4.1,"Malleswaram, Karnataka",360000,Diploma,1.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Vimaan Robotics,Computer Vision Embedded Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Paxcom India,Deep learning engineer/ Data scientist (computer vision or n...,4.1,"Delhi, Delhi",1800000,PhD,9.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Providence Global Center,Senior Service Desk Analyst - Chat,4.1,"Hyderabad, Telangana",480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Ticker Job,Data science,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Cradlepoint,Software Development Engineer,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"C#, .NET, Python, Software Architecture, Cloud Computing, Git",Software
BT,Data Engineering manager,4.1,India,840000,Bachelors,5.0,"SQL, ETL, Big Data, Data Warehousing, Apache Spark, Hadoop",Data Engineer
Deloitte,Conversational AI Developer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Egnyte,IT Support Specialist,4.1,"Mumbai, Maharashtra",480000,Bachelors,1.0,"Cybersecurity, IT Support, Networking, Operating Systems, Firewalls, Linux Administration",IT Professional
Volvo Group,Graduate Engineer Volvo Group Connected Solutions,4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Oracle,Member of Technical Staff,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Python, SQL, Project Management, Technical Writing, Agile, Scrum",Other
Heart It Out,Data Analyst: Full Time,4.1,"Remote in Bengaluru, Karnataka",840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
"SiMa.ai, MLSoC - Bangalore India",Hardware Design Verification Engineer,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"SQL, Python, Database Management, Web Development, Data Analysis",Other
XenonStack,Computer Vision Engineer,4.1,"Chandigarh, Chandigarh",480000,Bachelors,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
HP Inc,Technical Support - International Voice Process,4.1,"Bengaluru, Karnataka",1560000,PhD,7.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Synopsys,Intern (Technical-Engineering),4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Sankey Solutions,System Administrator,4.1,"Thane, Maharashtra",1320000,Masters,7.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
Trellix,Web Security Researcher,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Virtualization, Windows Server, Networking, Cybersecurity, Database Management, Troubleshooting",IT Professional
data.ai,Support Engineer,4.1,Remote in Delhi,660000,Bachelors,2.5,"Python, SQL, Technical Writing, System Design, Software Development",Other
Rucha Yantra,Computer Vision Engineer,4.1,"Aurangabad, Maharashtra",480000,Bachelors,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Veridic Solutions,Backend software engineer Junior India,4.1,India,480000,Bachelors,1.0,"Software Engineering, C++, Python, Object-Oriented Programming, Agile, Microservices",Software Engineer
Avidbots,Full Stack Developer,4.1,"Hyderabad, Telangana",480000,Bachelors,1.0,"Mobile App Development, Swift, Kotlin, Android, iOS, Version Control",Developer
VisionIAS | Ajayvision Education Private Limited,PHP Developer,4.1,"Temporarily Remote in Delhi, Delhi+1 location",360000,Diploma,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Impetus Technologies,Machine Learning Engineer,4.1,"Gurgaon, Haryana",360000,Diploma,1.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Siemens,Technical Expert: Deep Learning & Computer Vision,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Allscripts Asia,Software Engineer (5065),4.1,"Bengaluru, Karnataka+1 location",480000,Bachelors,1.0,"Full Stack Development, JavaScript, React, Node.js, DevOps, Cloud Computing",Software Engineer
PayU,Software Engineer – Backend,4.1,"Gurgaon, Haryana+1 location",360000,Diploma,1.0,"Software Engineering, C++, Python, Object-Oriented Programming, Agile, Microservices",Software Engineer
Harris Computer Systems,Data Specialist,4.1,Remote,660000,Bachelors,2.5,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Robert Bosch,Data Intelligence SDM,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
BizBox Publishing,IT Project Co-ordinator,4.1,Remote,360000,Diploma,1.0,"Cybersecurity, IT Support, Networking, Operating Systems, Firewalls, Linux Administration",IT Professional
Emeritus,Technical Associate - IT,4.1,"Mumbai, Maharashtra",360000,Diploma,1.0,"Cloud Infrastructure, IT Support, Hardware and Software, Networking, System Administration, Security",IT Professional
Infiyoda Solutions Pvt Ltd,Python Developer,4.1,"Hyderabad, Telangana",480000,Bachelors,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
iTech India,Computer Vision Data Scientist,4.1,"Chennai, Tamil Nadu",1800000,PhD,9.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
JLL,Data Engineer 1,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
Robro Systems Pvt. Ltd.,Support Engineer,4.1,"Indore, Madhya Pradesh",840000,Bachelors,5.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
Ignitarium Technology Solutions,AI - Embedded Deep Learning/Computer Vision,4.1,India,360000,Diploma,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
cybernetyx,Software Engineer – C++ & Machine Vision,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
Live Connections,Technical Support,4.1,"Hyderabad, Telangana",360000,Diploma,1.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Constems-AI,COMPUTER VISION / ML PROFESSIONALS,4.1,"Noida, Uttar Pradesh",480000,Bachelors,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
UBS,Technical Analyst,4.1,"Pune, Maharashtra",360000,Diploma,1.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Altair Engineering,Technical Writer,4.1,+1 locationRemote,360000,Diploma,1.0,"Cloud Infrastructure, IT Support, Hardware and Software, Networking, System Administration, Security",IT Professional
Engineering manpower placement,Urgent | Requirement for Mechanical Design Manager,4.1,"Greater Noida, Uttar Pradesh",1320000,Masters,7.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
National Instruments,Intern,4.1,"Bengaluru, Karnataka",1800000,PhD,9.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Paytm,Data Science - Technical Lead,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Microsoft,Research SDE,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"SQL, Python, Database Management, Web Development, Data Analysis",Other
optimhire,"Senior Software Engineer,backend developer",4.1,Remote,480000,Bachelors,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
Unisys,Service Desk Supervisor,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Logiciel Solutions Private Limited,ReactJS Developer,4.1,"Remote in Mohali, Punjab",480000,Bachelors,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
InSync Tech-Fin Solutions Ltd.,Technical Writer,4.1,"Kolkata, West Bengal",360000,Diploma,1.0,"Cloud Infrastructure, IT Support, Hardware and Software, Networking, System Administration, Security",IT Professional
Techstar IT Services,Aveva / Assai - DW and DMDC | 7 Yrs+ | Bangalore,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"AI Development, Python, Reinforcement Learning, Computer Vision, Deep Learning",AI Engineer
Telus,SDE2/SDE3 (Backend Developer),4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Harman International,"Senior Engineer - AI NLP, Vision",4.1,"Bengaluru, Karnataka",720000,Masters,1.0,"AI Development, Python, Reinforcement Learning, Computer Vision, Deep Learning",AI Engineer
Pioneer Machine & Automation Pvt Ltd,Sr. Engineer - Design & Development,4.1,"Ghaziabad, Uttar Pradesh",660000,Bachelors,2.5,"Python, SQL, Project Management, Technical Writing, Agile, Scrum",Other
Restore Hyper Wellness of Columbus,Virtual Wellness Advocate,4.1,Remote,480000,Bachelors,1.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
SuperProcure,Quality Analyst (Remote),4.1,"Remote in Kolkata, West Bengal",660000,Bachelors,2.5,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
GE Digital,Quality Assurance Engineer,4.1,"Hyderabad, Telangana",360000,Diploma,1.0,"Cybersecurity, IT Support, Networking, Operating Systems, Firewalls, Linux Administration",IT Professional
IFLEX,Data Engineer,4.1,"Bengaluru, Karnataka",1560000,PhD,7.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
Quant AIs,Computer Vision Engineer,4.1,"Palghat, Kerala",480000,Bachelors,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
Eazifunds,Customer Service Representative,4.1,"Hybrid remote in New Delhi, Delhi",840000,Bachelors,5.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
EY,CT Full Stack Engg,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Python, SQL, Project Management, Technical Writing, Agile, Scrum",Other
TouchMagix,Junior Engineer - Customer / Technical Support,4.1,"Pune, Maharashtra",480000,Diploma,2.5,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
